Generation,Shortest Distance,Average Distance,Worst Distance,
0,4221,5129,6294
10,3785,4109,4704
20,3225,3658,4765
30,2875,3228,4119
40,2672,2823,3797
50,2566,2780,3893
60,2541,2692,4181
70,2534,2695,3845
80,2478,2593,3868
90,2465,2610,3796
100,2442,2543,3462
110,2440,2547,3657
120,2440,2519,3479
130,2439,2530,3588
140,2439,2532,3742
150,2430,2518,3451
160,2430,2562,3595
170,2430,2518,3507
180,2423,2553,3664
190,2423,2506,3664
